"key","type","code"
"329406144174349276","LOCAL","service: struct sockaddr_in"
"329406144174349277","LOCAL","recvResult: int"
"329406144174349278","CONTROL_STRUCTURE","do"
"329406144174349279","BLOCK",""
"329406144174349280","CONTROL_STRUCTURE","if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)"
"329406144174349281","<operator>.notEquals","WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR"
"329406144174349282","WSAStartup","WSAStartup(MAKEWORD(2,2), &wsaData)"
"329406144174349283","MAKEWORD","MAKEWORD(2,2)"
"329406144174349284","LITERAL","2"
"329406144174349285","LITERAL","2"
"329406144174349286","<operator>.addressOf","&wsaData"
"329406144174349287","IDENTIFIER","wsaData"
"329406144174349288","IDENTIFIER","NO_ERROR"
"329406144174349289","BLOCK",""
"329406144174349290","CONTROL_STRUCTURE","break;"
"329406144174349291","<operator>.assignment","wsaDataInit = 1"
"329406144174349292","IDENTIFIER","wsaDataInit"
"329406144174349293","LITERAL","1"
"329406144174349294","<operator>.assignment","listenSocket = socket(PF_INET, SOCK_STREAM, 0)"
"329406144174349295","IDENTIFIER","listenSocket"
"329406144174349296","socket","socket(PF_INET, SOCK_STREAM, 0)"
"329406144174349297","IDENTIFIER","PF_INET"
"329406144174349298","IDENTIFIER","SOCK_STREAM"
"329406144174349299","LITERAL","0"
"329406144174349300","CONTROL_STRUCTURE","if (listenSocket == INVALID_SOCKET)"
"329406144174349301","<operator>.equals","listenSocket == INVALID_SOCKET"
"329406144174349302","IDENTIFIER","listenSocket"
"329406144174349303","IDENTIFIER","INVALID_SOCKET"
"329406144174349304","BLOCK",""
"329406144174349305","CONTROL_STRUCTURE","break;"
"329406144174349306","memset","memset(&service, 0, sizeof(service))"
"329406144174349307","<operator>.addressOf","&service"
"329406144174349308","IDENTIFIER","service"
"329406144174349309","LITERAL","0"
"329406144174349310","<operator>.sizeOf","sizeof(service)"
"329406144174349311","IDENTIFIER","service"
"329406144174349312","<operator>.assignment","service.sin_family = AF_INET"
"329406144174349313","<operator>.fieldAccess","service.sin_family"
"329406144174349314","IDENTIFIER","service"
"329406144174349315","FIELD_IDENTIFIER","sin_family"
"329406144174349316","IDENTIFIER","AF_INET"
"329406144174349317","<operator>.assignment","service.sin_addr.s_addr = INADDR_ANY"
"329406144174349318","<operator>.fieldAccess","service.sin_addr.s_addr"
"329406144174349319","<operator>.fieldAccess","service.sin_addr"
"329406144174349320","IDENTIFIER","service"
"329406144174349321","FIELD_IDENTIFIER","sin_addr"
"329406144174349322","FIELD_IDENTIFIER","s_addr"
"329406144174349323","IDENTIFIER","INADDR_ANY"
"329406144174349324","<operator>.assignment","service.sin_port = htons(LISTEN_PORT)"
"329406144174349325","<operator>.fieldAccess","service.sin_port"
"329406144174349326","IDENTIFIER","service"
"329406144174349327","FIELD_IDENTIFIER","sin_port"
"329406144174349328","htons","htons(LISTEN_PORT)"
"329406144174349329","IDENTIFIER","LISTEN_PORT"
"329406144174349330","CONTROL_STRUCTURE","if (SOCKET_ERROR == bind(listenSocket, (struct sockaddr*)&service, sizeof(service)))"
"329406144174349331","<operator>.equals","SOCKET_ERROR == bind(listenSocket, (struct sockaddr*)&service, sizeof(service))"
"329406144174349332","IDENTIFIER","SOCKET_ERROR"
"329406144174349333","bind","bind(listenSocket, (struct sockaddr*)&service, sizeof(service))"
"329406144174349334","IDENTIFIER","listenSocket"
"329406144174349335","<operator>.cast","(struct sockaddr*)&service"
"329406144174349336","UNKNOWN","struct sockaddr*"
"329406144174349337","<operator>.addressOf","&service"
"329406144174349338","IDENTIFIER","service"
"329406144174349339","<operator>.sizeOf","sizeof(service)"
"329406144174349340","IDENTIFIER","service"
"329406144174349341","BLOCK",""
"329406144174349342","CONTROL_STRUCTURE","break;"
"329406144174349343","CONTROL_STRUCTURE","if (SOCKET_ERROR == listen(listenSocket, LISTEN_BACKLOG))"
"329406144174349344","<operator>.equals","SOCKET_ERROR == listen(listenSocket, LISTEN_BACKLOG)"
"329406144174349345","IDENTIFIER","SOCKET_ERROR"
"329406144174349346","listen","listen(listenSocket, LISTEN_BACKLOG)"
"329406144174349347","IDENTIFIER","listenSocket"
"329406144174349348","IDENTIFIER","LISTEN_BACKLOG"
"329406144174349349","BLOCK",""
"329406144174349350","CONTROL_STRUCTURE","break;"
"329406144174349351","<operator>.assignment","acceptSocket = accept(listenSocket, NULL, NULL)"
"329406144174349352","IDENTIFIER","acceptSocket"
"329406144174349353","accept","accept(listenSocket, NULL, NULL)"
"329406144174349354","IDENTIFIER","listenSocket"
"329406144174349355","IDENTIFIER","NULL"
"329406144174349356","IDENTIFIER","NULL"
"329406144174349357","CONTROL_STRUCTURE","if (acceptSocket == INVALID_SOCKET)"
"329406144174349358","<operator>.equals","acceptSocket == INVALID_SOCKET"
"329406144174349359","IDENTIFIER","acceptSocket"
"329406144174349360","IDENTIFIER","INVALID_SOCKET"
"329406144174349361","BLOCK",""
"329406144174349362","CONTROL_STRUCTURE","break;"
"329406144174349363","<operator>.assignment","recvResult = recv(acceptSocket, data, 100 - 1, 0)"
"329406144174349364","IDENTIFIER","recvResult"
"329406144174349365","recv","recv(acceptSocket, data, 100 - 1, 0)"
"329406144174349366","IDENTIFIER","acceptSocket"
"329406144174349367","IDENTIFIER","data"
"329406144174349368","<operator>.subtraction","100 - 1"
"329406144174349369","LITERAL","100"
"329406144174349370","LITERAL","1"
"329406144174349371","LITERAL","0"
"329406144174349372","CONTROL_STRUCTURE","if (recvResult == SOCKET_ERROR || recvResult == 0)"
"329406144174349373","<operator>.logicalOr","recvResult == SOCKET_ERROR || recvResult == 0"
"329406144174349374","<operator>.equals","recvResult == SOCKET_ERROR"
"329406144174349375","IDENTIFIER","recvResult"
"329406144174349376","IDENTIFIER","SOCKET_ERROR"
"329406144174349377","<operator>.equals","recvResult == 0"
"329406144174349378","IDENTIFIER","recvResult"
"329406144174349379","LITERAL","0"
"329406144174349380","BLOCK",""
"329406144174349381","CONTROL_STRUCTURE","break;"
"329406144174349382","<operator>.assignment","data[recvResult] = '\0'"
"329406144174349383","<operator>.indirectIndexAccess","data[recvResult]"
"329406144174349384","IDENTIFIER","data"
"329406144174349385","IDENTIFIER","recvResult"
"329406144174349386","LITERAL","'\0'"
"329406144174349387","LITERAL","0"
"329406144174349388","CONTROL_STRUCTURE","if (acceptSocket != INVALID_SOCKET)"
"329406144174349389","<operator>.notEquals","acceptSocket != INVALID_SOCKET"
"329406144174349390","IDENTIFIER","acceptSocket"
"329406144174349391","IDENTIFIER","INVALID_SOCKET"
"329406144174349392","BLOCK",""
"329406144174349393","closesocket","closesocket(acceptSocket)"
"329406144174349394","IDENTIFIER","acceptSocket"
"329406144174349395","CONTROL_STRUCTURE","if (listenSocket != INVALID_SOCKET)"
"329406144174349396","<operator>.notEquals","listenSocket != INVALID_SOCKET"
"329406144174349397","IDENTIFIER","listenSocket"
"329406144174349398","IDENTIFIER","INVALID_SOCKET"
"329406144174349399","BLOCK",""
"329406144174349400","closesocket","closesocket(listenSocket)"
"329406144174349401","IDENTIFIER","listenSocket"
"329406144174349402","CONTROL_STRUCTURE","if (wsaDataInit)"
"329406144174349403","IDENTIFIER","wsaDataInit"
"329406144174349404","BLOCK",""
"329406144174349405","WSACleanup","WSACleanup()"
"329406144174349406","CONTROL_STRUCTURE","if (!SetComputerNameA(data))"
"329406144174349407","<operator>.logicalNot","!SetComputerNameA(data)"
"329406144174349408","SetComputerNameA","SetComputerNameA(data)"
"329406144174349409","IDENTIFIER","data"
"329406144174349410","BLOCK",""
"329406144174349411","printLine","printLine(\""Failure setting computer name\"")"
"329406144174349412","LITERAL","\""Failure setting computer name\"""
"329406144174349413","exit","exit(1)"
"329406144174349414","LITERAL","1"
"329406144174349415","METHOD_RETURN","void"
"3074457345618925531","METHOD","goodG2B"
"3074457345618925532","BLOCK",""
"3074457345618925533","LOCAL","data: char *"
"3074457345618925534","LOCAL","funcPtr: void ( * ) ( char * )"
"3074457345618925535","<operator>.assignment","(*funcPtr) (char *) = goodG2BSink"
"3074457345618925536","IDENTIFIER","funcPtr"
"3074457345618925537","IDENTIFIER","goodG2BSink"
"3074457345618925538","LOCAL","dataBuffer: char [ 100 ]"
"3074457345618925539","<operator>.assignment","dataBuffer[100] = \""\"""
"3074457345618925540","IDENTIFIER","dataBuffer"
"3074457345618925541","LITERAL","\""\"""
"3074457345618925542","<operator>.assignment","data = dataBuffer"
"3074457345618925543","IDENTIFIER","data"
"3074457345618925544","IDENTIFIER","dataBuffer"
"3074457345618925545","strcpy","strcpy(data, \""hostname\"")"
"3074457345618925546","IDENTIFIER","data"
"3074457345618925547","LITERAL","\""hostname\"""
"3074457345618925548","funcPtr","funcPtr(data)"
"3074457345618925549","IDENTIFIER","data"
"3074457345618925550","METHOD_RETURN","static void"
"3074457345618925551","METHOD","CWE15_External_Control_of_System_or_Configuration_Setting__w32_44_good"
"3074457345618925552","BLOCK",""
"3074457345618925553","goodG2B","goodG2B()"
"3074457345618925554","METHOD_RETURN","void"
"3074457345618925555","METHOD","main"
"3074457345618925556","PARAM","int argc"
"3074457345618925557","PARAM","char * argv[]"
"3074457345618925558","BLOCK",""
"3074457345618925559","srand","srand( (unsigned)time(NULL) )"
"3074457345618925560","<operator>.cast","(unsigned)time(NULL)"
"3074457345618925561","UNKNOWN","unsigned"
"3074457345618925562","time","time(NULL)"
"3074457345618925563","IDENTIFIER","NULL"
"3074457345618925564","printLine","printLine(\""Calling good()...\"")"
"3074457345618925565","LITERAL","\""Calling good()...\"""
"3074457345618925566","CWE15_External_Control_of_System_or_Configuration_Setting__w32_44_good","CWE15_External_Control_of_System_or_Configuration_Setting__w32_44_good()"
"3074457345618925567","printLine","printLine(\""Finished good()\"")"
"3074457345618925568","LITERAL","\""Finished good()\"""
"3074457345618925569","printLine","printLine(\""Calling bad()...\"")"
"3074457345618925570","LITERAL","\""Calling bad()...\"""
"3074457345618925571","CWE15_External_Control_of_System_or_Configuration_Setting__w32_44_bad","CWE15_External_Control_of_System_or_Configuration_Setting__w32_44_bad()"
"3074457345618925572","printLine","printLine(\""Finished bad()\"")"
"3074457345618925573","LITERAL","\""Finished bad()\"""
"3074457345618925574","RETURN","return 0;"
"3074457345618925575","LITERAL","0"
"3074457345618925576","METHOD_RETURN","int"
"3184259393676708386","METHOD","badSink"
"3184259393676708387","BLOCK",""
"3184259393676708388","LOCAL","data: char *"
"3184259393676708389","<operator>.assignment","* data = CWE15_External_Control_of_System_or_Configuration_Setting__w32_45_badData"
"3184259393676708390","IDENTIFIER","data"
"3184259393676708391","IDENTIFIER","CWE15_External_Control_of_System_or_Configuration_Setting__w32_45_badData"
"3184259393676708392","CONTROL_STRUCTURE","if (!SetComputerNameA(data))"
"3184259393676708393","<operator>.logicalNot","!SetComputerNameA(data)"
"3184259393676708394","SetComputerNameA","SetComputerNameA(data)"
"3184259393676708395","IDENTIFIER","data"
"3184259393676708396","BLOCK",""
"3184259393676708397","printLine","printLine(\""Failure setting computer name\"")"
"3184259393676708398","LITERAL","\""Failure setting computer name\"""
"3184259393676708399","exit","exit(1)"
"3184259393676708400","LITERAL","1"
"3184259393676708401","METHOD_RETURN","static void"
"3184259393676708402","METHOD","CWE15_External_Control_of_System_or_Configuration_Setting__w32_45_bad"
"3184259393676708403","BLOCK",""
"3184259393676708404","LOCAL","data: char *"
"3184259393676708405","LOCAL","dataBuffer: char [ 100 ]"
"3184259393676708406","<operator>.assignment","dataBuffer[100] = \""\"""
"3184259393676708407","IDENTIFIER","dataBuffer"
"3184259393676708408","LITERAL","\""\"""
"3184259393676708409","<operator>.assignment","data = dataBuffer"
"3184259393676708410","IDENTIFIER","data"
"3184259393676708411","IDENTIFIER","dataBuffer"
"3184259393676708412","BLOCK",""
"3184259393676708413","LOCAL","wsaData: WSADATA"
"3184259393676708414","LOCAL","wsaDataInit: BOOL"
"3184259393676708415","<operator>.assignment","wsaDataInit = FALSE"
"3184259393676708416","IDENTIFIER","wsaDataInit"
"3184259393676708417","IDENTIFIER","FALSE"
"3184259393676708418","LOCAL","listenSocket: SOCKET"
"3184259393676708419","<operator>.assignment","listenSocket = INVALID_SOCKET"
"3184259393676708420","IDENTIFIER","listenSocket"
"3184259393676708421","IDENTIFIER","INVALID_SOCKET"
"3184259393676708422","LOCAL","acceptSocket: SOCKET"
"3184259393676708423","<operator>.assignment","acceptSocket = INVALID_SOCKET"
"3184259393676708424","IDENTIFIER","acceptSocket"
"3184259393676708425","IDENTIFIER","INVALID_SOCKET"
"3184259393676708426","LOCAL","service: struct sockaddr_in"
"3184259393676708427","LOCAL","recvResult: int"
"3184259393676708428","CONTROL_STRUCTURE","do"
"3184259393676708429","BLOCK",""
"3184259393676708430","CONTROL_STRUCTURE","if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)"
"3184259393676708431","<operator>.notEquals","WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR"
"3184259393676708432","WSAStartup","WSAStartup(MAKEWORD(2,2), &wsaData)"
"3184259393676708433","MAKEWORD","MAKEWORD(2,2)"
"3184259393676708434","LITERAL","2"
"3184259393676708435","LITERAL","2"
"3184259393676708436","<operator>.addressOf","&wsaData"
"3184259393676708437","IDENTIFIER","wsaData"
"3184259393676708438","IDENTIFIER","NO_ERROR"
"3184259393676708439","BLOCK",""
"3184259393676708440","CONTROL_STRUCTURE","break;"
"3184259393676708441","<operator>.assignment","wsaDataInit = 1"
"3184259393676708442","IDENTIFIER","wsaDataInit"
"3184259393676708443","LITERAL","1"
"3184259393676708444","<operator>.assignment","listenSocket = socket(PF_INET, SOCK_STREAM, 0)"
"3184259393676708445","IDENTIFIER","listenSocket"
"3184259393676708446","socket","socket(PF_INET, SOCK_STREAM, 0)"
"3184259393676708447","IDENTIFIER","PF_INET"
"3184259393676708448","IDENTIFIER","SOCK_STREAM"
"3184259393676708449","LITERAL","0"
"3184259393676708450","CONTROL_STRUCTURE","if (listenSocket == INVALID_SOCKET)"
"3184259393676708451","<operator>.equals","listenSocket == INVALID_SOCKET"
"3184259393676708452","IDENTIFIER","listenSocket"
"3184259393676708453","IDENTIFIER","INVALID_SOCKET"
"3184259393676708454","BLOCK",""
"3184259393676708455","CONTROL_STRUCTURE","break;"
"3184259393676708456","memset","memset(&service, 0, sizeof(service))"
"3184259393676708457","<operator>.addressOf","&service"
"3184259393676708458","IDENTIFIER","service"
"3184259393676708459","LITERAL","0"
"3184259393676708460","<operator>.sizeOf","sizeof(service)"
"3184259393676708461","IDENTIFIER","service"
"3184259393676708462","<operator>.assignment","service.sin_family = AF_INET"
"3184259393676708463","<operator>.fieldAccess","service.sin_family"
"3184259393676708464","IDENTIFIER","service"
"3184259393676708465","FIELD_IDENTIFIER","sin_family"
"3184259393676708466","IDENTIFIER","AF_INET"
"3184259393676708467","<operator>.assignment","service.sin_addr.s_addr = INADDR_ANY"
"3184259393676708468","<operator>.fieldAccess","service.sin_addr.s_addr"
"3184259393676708469","<operator>.fieldAccess","service.sin_addr"
"3184259393676708470","IDENTIFIER","service"
"3184259393676708471","FIELD_IDENTIFIER","sin_addr"
"3184259393676708472","FIELD_IDENTIFIER","s_addr"
"3184259393676708473","IDENTIFIER","INADDR_ANY"
"3184259393676708474","<operator>.assignment","service.sin_port = htons(LISTEN_PORT)"
"3184259393676708475","<operator>.fieldAccess","service.sin_port"
"3184259393676708476","IDENTIFIER","service"
"3184259393676708477","FIELD_IDENTIFIER","sin_port"
"3184259393676708478","htons","htons(LISTEN_PORT)"
"3184259393676708479","IDENTIFIER","LISTEN_PORT"
"3184259393676708480","CONTROL_STRUCTURE","if (SOCKET_ERROR == bind(listenSocket, (struct sockaddr*)&service, sizeof(service)))"
"3184259393676708481","<operator>.equals","SOCKET_ERROR == bind(listenSocket, (struct sockaddr*)&service, sizeof(service))"
"3184259393676708482","IDENTIFIER","SOCKET_ERROR"
"3184259393676708483","bind","bind(listenSocket, (struct sockaddr*)&service, sizeof(service))"
"3184259393676708484","IDENTIFIER","listenSocket"
"3184259393676708485","<operator>.cast","(struct sockaddr*)&service"
"3184259393676708486","UNKNOWN","struct sockaddr*"
"3184259393676708487","<operator>.addressOf","&service"
"3184259393676708488","IDENTIFIER","service"
"3184259393676708489","<operator>.sizeOf","sizeof(service)"
"3184259393676708490","IDENTIFIER","service"
"3184259393676708491","BLOCK",""
"3184259393676708492","CONTROL_STRUCTURE","break;"
"3184259393676708493","CONTROL_STRUCTURE","if (SOCKET_ERROR == listen(listenSocket, LISTEN_BACKLOG))"
"3184259393676708494","<operator>.equals","SOCKET_ERROR == listen(listenSocket, LISTEN_BACKLOG)"
"3184259393676708495","IDENTIFIER","SOCKET_ERROR"
"3184259393676708496","listen","listen(listenSocket, LISTEN_BACKLOG)"
"3184259393676708497","IDENTIFIER","listenSocket"
"3184259393676708498","IDENTIFIER","LISTEN_BACKLOG"
"3184259393676708499","BLOCK",""
"3184259393676708500","CONTROL_STRUCTURE","break;"
"3184259393676708501","<operator>.assignment","acceptSocket = accept(listenSocket, NULL, NULL)"
"3184259393676708502","IDENTIFIER","acceptSocket"
"3184259393676708503","accept","accept(listenSocket, NULL, NULL)"
"3184259393676708504","IDENTIFIER","listenSocket"
"3184259393676708505","IDENTIFIER","NULL"
"3184259393676708506","IDENTIFIER","NULL"
"3184259393676708507","CONTROL_STRUCTURE","if (acceptSocket == INVALID_SOCKET)"
"3184259393676708508","<operator>.equals","acceptSocket == INVALID_SOCKET"
"3184259393676708509","IDENTIFIER","acceptSocket"
"3184259393676708510","IDENTIFIER","INVALID_SOCKET"
"3184259393676708511","BLOCK",""
"3184259393676708512","CONTROL_STRUCTURE","break;"
"3184259393676708513","<operator>.assignment","recvResult = recv(acceptSocket, data, 100 - 1, 0)"
"3184259393676708514","IDENTIFIER","recvResult"
"3184259393676708515","recv","recv(acceptSocket, data, 100 - 1, 0)"
"3184259393676708516","IDENTIFIER","acceptSocket"
"3184259393676708517","IDENTIFIER","data"
"3184259393676708518","<operator>.subtraction","100 - 1"
"3184259393676708519","LITERAL","100"
"3184259393676708520","LITERAL","1"
"3184259393676708521","LITERAL","0"
"3184259393676708522","CONTROL_STRUCTURE","if (recvResult == SOCKET_ERROR || recvResult == 0)"
"3184259393676708523","<operator>.logicalOr","recvResult == SOCKET_ERROR || recvResult == 0"
"3184259393676708524","<operator>.equals","recvResult == SOCKET_ERROR"
"3184259393676708525","IDENTIFIER","recvResult"
"3184259393676708526","IDENTIFIER","SOCKET_ERROR"
"3184259393676708527","<operator>.equals","recvResult == 0"
"3184259393676708528","IDENTIFIER","recvResult"
"3184259393676708529","LITERAL","0"
"3184259393676708530","BLOCK",""
"3184259393676708531","CONTROL_STRUCTURE","break;"
"3184259393676708532","<operator>.assignment","data[recvResult] = '\0'"
"3184259393676708533","<operator>.indirectIndexAccess","data[recvResult]"
"3184259393676708534","IDENTIFIER","data"
"3184259393676708535","IDENTIFIER","recvResult"
"3184259393676708536","LITERAL","'\0'"
"3184259393676708537","LITERAL","0"
"3184259393676708538","CONTROL_STRUCTURE","if (acceptSocket != INVALID_SOCKET)"
"3184259393676708539","<operator>.notEquals","acceptSocket != INVALID_SOCKET"
"3184259393676708540","IDENTIFIER","acceptSocket"
"3184259393676708541","IDENTIFIER","INVALID_SOCKET"
"3184259393676708542","BLOCK",""
"3184259393676708543","closesocket","closesocket(acceptSocket)"
"3184259393676708544","IDENTIFIER","acceptSocket"
"3184259393676708545","CONTROL_STRUCTURE","if (listenSocket != INVALID_SOCKET)"
"3184259393676708546","<operator>.notEquals","listenSocket != INVALID_SOCKET"
"3184259393676708547","IDENTIFIER","listenSocket"
"3184259393676708548","IDENTIFIER","INVALID_SOCKET"
"3184259393676708549","BLOCK",""
"3184259393676708550","closesocket","closesocket(listenSocket)"
"3184259393676708551","IDENTIFIER","listenSocket"
"3184259393676708552","CONTROL_STRUCTURE","if (wsaDataInit)"
"3184259393676708553","IDENTIFIER","wsaDataInit"
"3184259393676708554","BLOCK",""
"3184259393676708555","WSACleanup","WSACleanup()"
"3184259393676708556","<operator>.assignment","CWE15_External_Control_of_System_or_Configuration_Setting__w32_45_badData = data"
"3184259393676708557","IDENTIFIER","CWE15_External_Control_of_System_or_Configuration_Setting__w32_45_badData"
"3184259393676708558","IDENTIFIER","data"
"3184259393676708559","badSink","badSink()"
"3184259393676708560","METHOD_RETURN","void"
"3184259393676708561","METHOD","goodG2BSink"
"3184259393676708562","BLOCK",""
"3184259393676708563","LOCAL","data: char *"
"3184259393676708564","<operator>.assignment","* data = CWE15_External_Control_of_System_or_Configuration_Setting__w32_45_goodG2BData"
"3184259393676708565","IDENTIFIER","data"
"3184259393676708566","IDENTIFIER","CWE15_External_Control_of_System_or_Configuration_Setting__w32_45_goodG2BData"
"3184259393676708567","CONTROL_STRUCTURE","if (!SetComputerNameA(data))"
"3184259393676708568","<operator>.logicalNot","!SetComputerNameA(data)"
"3184259393676708569","SetComputerNameA","SetComputerNameA(data)"
"3184259393676708570","IDENTIFIER","data"
"3184259393676708571","BLOCK",""
"3184259393676708572","printLine","printLine(\""Failure setting computer name\"")"
"3184259393676708573","LITERAL","\""Failure setting computer name\"""
"3184259393676708574","exit","exit(1)"
"3184259393676708575","LITERAL","1"
"3184259393676708576","METHOD_RETURN","static void"
"3184259393676708577","METHOD","goodG2B"
"3184259393676708578","BLOCK",""
"3184259393676708579","LOCAL","data: char *"
"3184259393676708580","LOCAL","dataBuffer: char [ 100 ]"
"3184259393676708581","<operator>.assignment","dataBuffer[100] = \""\"""
"3184259393676708582","IDENTIFIER","dataBuffer"
"3184259393676708583","LITERAL","\""\"""
"3184259393676708584","<operator>.assignment","data = dataBuffer"
"3184259393676708585","IDENTIFIER","data"
"3184259393676708586","IDENTIFIER","dataBuffer"
"3184259393676708587","strcpy","strcpy(data, \""hostname\"")"
"3184259393676708588","IDENTIFIER","data"
"3184259393676708589","LITERAL","\""hostname\"""
"3184259393676708590","<operator>.assignment","CWE15_External_Control_of_System_or_Configuration_Setting__w32_45_goodG2BData = data"
"3184259393676708591","IDENTIFIER","CWE15_External_Control_of_System_or_Configuration_Setting__w32_45_goodG2BData"
"3184259393676708592","IDENTIFIER","data"
"3184259393676708593","goodG2BSink","goodG2BSink()"
"3184259393676708594","METHOD_RETURN","static void"
"3184259393676708595","METHOD","CWE15_External_Control_of_System_or_Configuration_Setting__w32_45_good"
"3184259393676708596","BLOCK",""
"3184259393676708597","goodG2B","goodG2B()"
"3184259393676708598","METHOD_RETURN","void"
"3184259393676708599","METHOD","main"
"3184259393676708600","PARAM","int argc"
"3184259393676708601","PARAM","char * argv[]"
"3184259393676708602","BLOCK",""
"3184259393676708603","srand","srand( (unsigned)time(NULL) )"
"3184259393676708604","<operator>.cast","(unsigned)time(NULL)"
"3184259393676708605","UNKNOWN","unsigned"
"3184259393676708606","time","time(NULL)"
"3184259393676708607","IDENTIFIER","NULL"
"3184259393676708608","printLine","printLine(\""Calling good()...\"")"
"3184259393676708609","LITERAL","\""Calling good()...\"""
"3184259393676708610","CWE15_External_Control_of_System_or_Configuration_Setting__w32_45_good","CWE15_External_Control_of_System_or_Configuration_Setting__w32_45_good()"
"3184259393676708611","printLine","printLine(\""Finished good()\"")"
"3184259393676708612","LITERAL","\""Finished good()\"""
"3184259393676708613","printLine","printLine(\""Calling bad()...\"")"
"3184259393676708614","LITERAL","\""Calling bad()...\"""
"3184259393676708615","CWE15_External_Control_of_System_or_Configuration_Setting__w32_45_bad","CWE15_External_Control_of_System_or_Configuration_Setting__w32_45_bad()"
"3184259393676708616","printLine","printLine(\""Finished bad()\"")"
"3184259393676708617","LITERAL","\""Finished bad()\"""
"3184259393676708618","RETURN","return 0;"
"3184259393676708619","LITERAL","0"
"3184259393676708620","METHOD_RETURN","int"
"3294061441734491434","METHOD","CWE15_External_Control_of_System_or_Configuration_Setting__w32_51_bad"
"3294061441734491435","BLOCK",""
"3294061441734491436","LOCAL","data: char *"
"3294061441734491437","LOCAL","dataBuffer: char [ 100 ]"
"3294061441734491438","<operator>.assignment","dataBuffer[100] = \""\"""
"3294061441734491439","IDENTIFIER","dataBuffer"
"3294061441734491440","LITERAL","\""\"""
"3294061441734491441","<operator>.assignment","data = dataBuffer"
"3294061441734491442","IDENTIFIER","data"
"3294061441734491443","IDENTIFIER","dataBuffer"
"3294061441734491444","BLOCK",""
"3294061441734491445","LOCAL","wsaData: WSADATA"
"3294061441734491446","LOCAL","wsaDataInit: BOOL"
"3294061441734491447","<operator>.assignment","wsaDataInit = FALSE"
"3294061441734491448","IDENTIFIER","wsaDataInit"
"3294061441734491449","IDENTIFIER","FALSE"
"3294061441734491450","LOCAL","listenSocket: SOCKET"
"3294061441734491451","<operator>.assignment","listenSocket = INVALID_SOCKET"
"3294061441734491452","IDENTIFIER","listenSocket"
"3294061441734491453","IDENTIFIER","INVALID_SOCKET"
"3294061441734491454","LOCAL","acceptSocket: SOCKET"
"3294061441734491455","<operator>.assignment","acceptSocket = INVALID_SOCKET"
"3294061441734491456","IDENTIFIER","acceptSocket"
"3294061441734491457","IDENTIFIER","INVALID_SOCKET"
"3294061441734491458","LOCAL","service: struct sockaddr_in"
"3294061441734491459","LOCAL","recvResult: int"
"3294061441734491460","CONTROL_STRUCTURE","do"
"3294061441734491461","BLOCK",""
"3294061441734491462","CONTROL_STRUCTURE","if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)"
"3294061441734491463","<operator>.notEquals","WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR"
"3294061441734491464","WSAStartup","WSAStartup(MAKEWORD(2,2), &wsaData)"
"3294061441734491465","MAKEWORD","MAKEWORD(2,2)"
"3294061441734491466","LITERAL","2"
"3294061441734491467","LITERAL","2"
"3294061441734491468","<operator>.addressOf","&wsaData"
"3294061441734491469","IDENTIFIER","wsaData"
"3294061441734491470","IDENTIFIER","NO_ERROR"
"3294061441734491471","BLOCK",""
"3294061441734491472","CONTROL_STRUCTURE","break;"
"3294061441734491473","<operator>.assignment","wsaDataInit = 1"
"3294061441734491474","IDENTIFIER","wsaDataInit"
"3294061441734491475","LITERAL","1"
"3294061441734491476","<operator>.assignment","listenSocket = socket(PF_INET, SOCK_STREAM, 0)"
"3294061441734491477","IDENTIFIER","listenSocket"
"3294061441734491478","socket","socket(PF_INET, SOCK_STREAM, 0)"
"3294061441734491479","IDENTIFIER","PF_INET"
"3294061441734491480","IDENTIFIER","SOCK_STREAM"
"3294061441734491481","LITERAL","0"
"3294061441734491482","CONTROL_STRUCTURE","if (listenSocket == INVALID_SOCKET)"
"3294061441734491483","<operator>.equals","listenSocket == INVALID_SOCKET"
"3294061441734491484","IDENTIFIER","listenSocket"
"3294061441734491485","IDENTIFIER","INVALID_SOCKET"
"3294061441734491486","BLOCK",""
"3294061441734491487","CONTROL_STRUCTURE","break;"
"3294061441734491488","memset","memset(&service, 0, sizeof(service))"
"3294061441734491489","<operator>.addressOf","&service"
"3294061441734491490","IDENTIFIER","service"
"3294061441734491491","LITERAL","0"
"3294061441734491492","<operator>.sizeOf","sizeof(service)"
"3294061441734491493","IDENTIFIER","service"
"3294061441734491494","<operator>.assignment","service.sin_family = AF_INET"
"3294061441734491495","<operator>.fieldAccess","service.sin_family"
"3294061441734491496","IDENTIFIER","service"
"3294061441734491497","FIELD_IDENTIFIER","sin_family"
"3294061441734491498","IDENTIFIER","AF_INET"
"3294061441734491499","<operator>.assignment","service.sin_addr.s_addr = INADDR_ANY"
"3294061441734491500","<operator>.fieldAccess","service.sin_addr.s_addr"
"3294061441734491501","<operator>.fieldAccess","service.sin_addr"
"3294061441734491502","IDENTIFIER","service"
"3294061441734491503","FIELD_IDENTIFIER","sin_addr"
"3294061441734491504","FIELD_IDENTIFIER","s_addr"
